OPERATIVAS[Nombre Documento],OPERATIVAS[Grupo SOAP],OPERATIVAS[Equipo SOAP],OPERATIVAS[Tipo Documento SOAP],OPERATIVAS[Equipo Mesa Ágil SOAP],OPERATIVAS[Ruta archivo]
INS.IN-0007 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE C A L.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0007 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE C A L.docx
INS.IN-0008 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE P A L.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0008 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE P A L.docx
INS.IN-0009 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE P A V_SISCAD.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0009 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE P A V_SISCAD.docx
INS.IN-0010 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE V A L.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0010 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO DE LA SERIE DE V A L.docx
INS.IN-0011 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO L - V.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0011 Ventas  - CAMBIO DE ESTADO DE SERIES SISCAD-CAMBIO DE ESTADO L - V.docx
INS.IN-0012 Ventas - DESPROVISIONAR SERIES EN SISCAD.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0012 Ventas - DESPROVISIONAR SERIES EN SISCAD.docx
INS.IN-0013 Ventas - INSERTA EL PDV NO REGISTRADO EN SISCAD.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0013 Ventas - INSERTA EL PDV NO REGISTRADO EN SISCAD.docx
INS.IN-0014 Ventas - REGULARIZAR TICKETS DE VENTA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0014 Ventas - REGULARIZAR TICKETS DE VENTA.docx
INS.IN-0015 Ventas - RELANZAMIENTO DE SERIES Y CAMBIO DE ESTADO MSSAP.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0015 Ventas - RELANZAMIENTO DE SERIES Y CAMBIO DE ESTADO MSSAP.docx
INS.IN-0016 Ventas - MODIFICAR DATOS DEL CLIENTE_SICAR.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0016 Ventas - MODIFICAR DATOS DEL CLIENTE_SICAR.docx
INS.IN-0017 Ventas - USUARIO NO REGISTRADO EN PVU.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0017 Ventas - USUARIO NO REGISTRADO EN PVU.docx
INS.IN-0018 Ventas - LIMPIAR DOCUMENTO SAP DE RENOVACION.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0018 Ventas - LIMPIAR DOCUMENTO SAP DE RENOVACION.docx
INS.IN-0019 Ventas - REGISTRAR RENTAS ADELANTADA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0019 Ventas - REGISTRAR RENTAS ADELANTADA.docx
INS.IN-0020 Ventas - BLOQUEO  DESBLOQUEO DE SERIES.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0020 Ventas - BLOQUEO  DESBLOQUEO DE SERIES.docx
INS.IN-0021 Ventas - CAMBIO DE ESTADO DE SERIES PVUDB.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0021 Ventas - CAMBIO DE ESTADO DE SERIES PVUDB.docx
"INS.IN-0022 Ventas - REGULARIZACION DE ESTADO DE SERIES (ANULADO, PENDIENTE DE PAGO a PAGADO) EN LA 3 BASES DE DATOS MSSAP- PVUDB - SISCAD.docx",CRM,Ventas,Operativas,,"https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0022 Ventas - REGULARIZACION DE ESTADO DE SERIES (ANULADO, PENDIENTE DE PAGO a PAGADO) EN LA 3 BASES DE DATOS MSSAP- PVUDB - SISCAD.docx"
INS.IN-0023 Ventas - NO EXISTE REGISTRO DE VENTA PAGADA EN SICAR.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0023 Ventas - NO EXISTE REGISTRO DE VENTA PAGADA EN SICAR.docx
"INS.IN-0024 Ventas - EL NUM TELEF XXXXXXXX YA EXISTE, PERO CON STATUS.docx",CRM,Ventas,Operativas,,"https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0024 Ventas - EL NUM TELEF XXXXXXXX YA EXISTE, PERO CON STATUS.docx"
INS.IN-0025 Ventas - CAMBIAR PUNTO DE VENTA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0025 Ventas - CAMBIAR PUNTO DE VENTA.docx
INS.IN-0026 Ventas - RECREAR DATOS - SISACT_INFO_VENTA_SAP.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0026 Ventas - RECREAR DATOS - SISACT_INFO_VENTA_SAP.docx
INS.IN-0027 Ventas - ACTUALIZACION CODIGO SINERGIA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0027 Ventas - ACTUALIZACION CODIGO SINERGIA.docx
INS.IN-0028 Ventas - ANULACION DE CUOTAS A DEMANDA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0028 Ventas - ANULACION DE CUOTAS A DEMANDA.docx
INS.IN-0029 Ventas - CREACION DE PAGO DE RENTAS ADELANTADAS A DEMANDA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0029 Ventas - CREACION DE PAGO DE RENTAS ADELANTADAS A DEMANDA.docx
INS.IN-0030 Ventas - REGULARIZACION DE RENTAS EN ESTADO 2 A OAC.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0030 Ventas - REGULARIZACION DE RENTAS EN ESTADO 2 A OAC.docx
INS.IN-0031 Ventas - CONTRATO SE QUEDA EN ESTADO RESERVADO O LINEA POSTPAGO NO ACTIVA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0031 Ventas - CONTRATO SE QUEDA EN ESTADO RESERVADO O LINEA POSTPAGO NO ACTIVA.docx
INS.IN-0032 Ventas - EL NUM TELEF XXXXXXXX NO EXISTE.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0032 Ventas - EL NUM TELEF XXXXXXXX NO EXISTE.docx
INS.IN-0033 Ventas - RELANZAR CUOTAS DE DISTRIBUIDORES A SAP.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0033 Ventas - RELANZAR CUOTAS DE DISTRIBUIDORES A SAP.docx
INS.IN-0034 Ventas - ASOCIAR EL CUSTOMER_ID EN LA TABLA DE RENTA ADELANTADA SISACT_DRA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0034 Ventas - ASOCIAR EL CUSTOMER_ID EN LA TABLA DE RENTA ADELANTADA SISACT_DRA.docx
INS.IN-0035 Ventas - ACUERDO EN ESTADO RESERVADO.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0035 Ventas - ACUERDO EN ESTADO RESERVADO.docx
INS.IN-0036 Ventas - ERROR AL GENERAR EL ACUERDO.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0036 Ventas - ERROR AL GENERAR EL ACUERDO.docx
INS.IN-0037 Ventas - MANUAL DE CUOTAS.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0037 Ventas - MANUAL DE CUOTAS.docx
INS.IN-0038 Ventas - MANUAL DE USO BAJAS SANS.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0038 Ventas - MANUAL DE USO BAJAS SANS.docx
INS.IN-0039 Ventas - ASIENTO DE PAGO SICAR- RELANZAR PEDIDOS.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0039 Ventas - ASIENTO DE PAGO SICAR- RELANZAR PEDIDOS.docx
INS.IN-0040 Ventas - RENUMERACION DE RENTAS ADELANTADAS.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0040 Ventas - RENUMERACION DE RENTAS ADELANTADAS.docx
INS.IN-0041 Ventas - REPORTE DE SICAR.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0041 Ventas - REPORTE DE SICAR.docx
INS.IN-0042 Ventas - CAMBIAR PUNTO DE VENTA.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0042 Ventas - CAMBIAR PUNTO DE VENTA.docx
INS.IN-0043 Ventas - ERROR DEL PROCESO DE REPOSICION CHIP POSTPAGO.docx,CRM,Ventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.1 Operativas/7.1.1.1 Operativas/Operativas no versionadas/INS.IN-0043 Ventas - ERROR DEL PROCESO DE REPOSICION CHIP POSTPAGO.docx
APP COMERCIO.pdf,CRM,Ventas,Capacitaciones,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.3 Capacitaciones/01. Ventas/02. App Comercio/1. Material/APP COMERCIO.pdf
Recargas_Olo.docx,CRM,Ventas,Capacitaciones,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.3 Capacitaciones/01. Ventas/04. Desalineaciones OLO/01.Material/Recargas_Olo.docx
Operativa_Desalineaciones OLO_por_validar.docx,CRM,Ventas,Capacitaciones,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.3 Capacitaciones/01. Ventas/04. Desalineaciones OLO/02. Video/Operativa_Desalineaciones OLO_por_validar.docx
equifax Inconvenientes para registrar cliente nuevo.docx,CRM,Ventas,Capacitaciones,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.3 Capacitaciones/01. Ventas/07.Inconvenientes a Registra un Cliente Nuevo/01. Material/equifax Inconvenientes para registrar cliente nuevo.docx
equifax Inconvenientes para registrar cliente nuevo.docx,CRM,Ventas,Capacitaciones,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.1 Ventas/7.1.3 Capacitaciones/01. Ventas/07.Inconvenientes para registrar a Cliente Nuevo/1. Material/equifax Inconvenientes para registrar cliente nuevo.docx
CRM-POST-0015-[SIAC UNICO] No cargan datos del servicio - copia.docx,CRM,Postventas,Instructivos,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/01. Manules e Instructivos/CRM-POST-0015-[SIAC UNICO] No cargan datos del servicio - copia.docx
CRM-POST-0015-[SIAC UNICO] No cargan datos del servicio.docx,CRM,Postventas,Instructivos,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/01. Manules e Instructivos/CRM-POST-0015-[SIAC UNICO] No cargan datos del servicio.docx
CRM-POST-0001-[SIAC UNICO] No aparece activo el desplegable MOTIVO.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0001-[SIAC UNICO] No aparece activo el desplegable MOTIVO.pdf
CRM-POST-0002-[SIAC RECLAMOS] No carga lista detalle de reclamos.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0002-[SIAC RECLAMOS] No carga lista detalle de reclamos.pdf
CRM-POST-0003-[SIAC UNICO] Inconvenientes con listado para SOT.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0003-[SIAC UNICO] Inconvenientes con listado para SOT.pdf
CRM-POST-0004-[SIAC UNICO] Liga 1 Max.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0004-[SIAC UNICO] Liga 1 Max.pdf
CRM-POST-0005-[SIAC UNICO] No deja comprar paquete de datos.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0005-[SIAC UNICO] No deja comprar paquete de datos.pdf
CRM-POST-0006-[SIAC UNICO] TX Programada en estado de error.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0006-[SIAC UNICO] TX Programada en estado de error.pdf
CRM-POST-0007-[SIAC UNICO] No se visualiza recibos cargado.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0007-[SIAC UNICO] No se visualiza recibos cargado.pdf
CRM-POST-0008-[SIAC UNICO] Cambio Plan estado insertado.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0008-[SIAC UNICO] Cambio Plan estado insertado.pdf
CRM-POST-0009-[SIAC UNICO] No permite realizar búsqueda por el número de cliente.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0009-[SIAC UNICO] No permite realizar búsqueda por el número de cliente.pdf
CRM-POST-0010-[SIAC UNICO] Suspención LTE no se puede cancela.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0010-[SIAC UNICO] Suspención LTE no se puede cancela.pdf
CRM-POST-0011-[SIAC UNICO] Equipos desalineado en CES.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0011-[SIAC UNICO] Equipos desalineado en CES.pdf
CRM-POST-0012-[SIAC UNICO] No Permite realizar ajuste.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0012-[SIAC UNICO] No Permite realizar ajuste.pdf
CRM-POST-0013-[SIAC UNICO] Tipo Trabajo no viaja a SGA.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0013-[SIAC UNICO] Tipo Trabajo no viaja a SGA.pdf
CRM-POST-0014-[SIAC UNICO] No muestra telefono despues de realizar ajuste.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0014-[SIAC UNICO] No muestra telefono despues de realizar ajuste.pdf
CRM-POST-0015-[SIAC UNICO] No cargan datos del servicio.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0015-[SIAC UNICO] No cargan datos del servicio.pdf
CRM-POST-0016-[SIAC UNICO] No carga el detalle de llamadas.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0016-[SIAC UNICO] No carga el detalle de llamadas.pdf
CRM-POST-0017-[SIAC UNICO]  DECO a desasociar no esta permitido con el tipo del DECO SD.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0017-[SIAC UNICO]  DECO a desasociar no esta permitido con el tipo del DECO SD.pdf
CRM-POST-0018-[SISFYR] Falla en consultas de socios  Claro SISFYR.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0018-[SISFYR] Falla en consultas de socios  Claro SISFYR.pdf
CRM-POST-0019-[SIAC UNICO] Suspensión en SIAC UNICO que no se puede cancelar.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0019-[SIAC UNICO] Suspensión en SIAC UNICO que no se puede cancelar.pdf
CRM-POST-0020-[SIAC UNICO] Vigencia no carga otras Campañas.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0020-[SIAC UNICO] Vigencia no carga otras Campañas.pdf
CRM-POST-0021-[SIAC UNICO] Mensaje Error En La Transacción - No Se Puede Realizar El Ajuste.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0021-[SIAC UNICO] Mensaje Error En La Transacción - No Se Puede Realizar El Ajuste.pdf
CRM-POST-0022-[SIAC UNICO] No Carga Bono 10gb Por 6 Meses.pdf,CRM,Postventas,Operativas,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/07. CRM/7.2 Postventas/7.2.1 Operativas/CRM-POST-0022-[SIAC UNICO] No Carga Bono 10gb Por 6 Meses.pdf
